-1.756500e+06 -1.505800e+05 -4.616100e+05 0.000000e+00 0.000000e+00 0.000000e+00 7.702800e+23 1.475400e+04 1.390100e+13
3.756600e+05 -1.519100e+06 -9.339000e+05 0.000000e+00 0.000000e+00 0.000000e+00 7.702800e+23 1.475400e+04 1.390100e+13
1.756500e+06 1.505800e+05 4.616100e+05 0.000000e+00 0.000000e+00 0.000000e+00 7.702800e+23 1.475400e+04 1.390100e+13
3.602300e+06 7.180300e+05 -3.559800e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
1.902400e+06 4.296500e+04 -4.748000e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
3.298700e+06 -2.323200e+06 -3.144100e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
4.995000e+06 -9.869900e+05 -4.898400e+05 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
4.496600e+06 2.411600e+06 3.594700e+05 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
1.995600e+06 4.587900e+06 -1.064200e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
-7.553500e+05 3.801000e+06 -3.338600e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
-2.065200e+06 6.071800e+05 -4.640100e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
-1.328900e+06 -2.968400e+06 -3.948000e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
7.995200e+05 -4.824300e+06 -1.500400e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
2.907300e+06 -3.940100e+06 1.479100e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
3.630300e+06 -8.417700e+05 3.503800e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
2.372500e+06 2.727200e+06 3.619100e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
-3.712700e+05 4.728800e+06 1.914500e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
-3.235100e+06 3.933400e+06 -4.758000e+05 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
-4.685800e+06 7.010400e+05 -1.927700e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
-3.940400e+06 -3.010800e+06 -1.253900e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
-1.651100e+06 -4.633300e+06 1.403700e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
1.734900e+05 -2.775800e+06 4.292900e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
-5.617400e+05 1.015300e+06 4.981700e+06 0.000000e+00 0.000000e+00 0.000000e+00 7.304500e+23 1.423900e+04 1.322600e+13
